V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,survey_code,experiment,Q17,Q23,Q58,Q32_1,Q32_2,Q32_3,Q32_4,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy,
R_39H6AMDkK7cghG5,Default Response Set,Anonymous,,,76.8.108.170,0,2015-08-27 11:23:55,2015-08-27 11:42:43,1,78547367,likeability,1,1,1,0,0,26.978,0,1,1,1,1,1,1,1,1,1,16,58,-70,-47,-30,51,23,34,-8,2,2,2,2,2,2,2,2,2,40.476,46.281,49.897,2,3.63,6.301,8.011,3,9.231,11.454,12.758,2,798.26,800.74,802.283,2,3.767,8.437999999999999,10.129,3,23.158,26.749000000000002,28.383,2,5.307,8.122,9.269,3,2.573,4.9399999999999995,6.149,2,10.614,12.647,14.158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, not at all.  Everything went super smooth !!",2,39,3,1,,,,,,,,,1,35.031295776367,-78.626197814941,-1,
R_7akZDazXWyaZx1r,Default Response Set,Anonymous,,,108.246.15.162,0,2015-08-27 11:41:33,2015-08-27 11:43:39,1,78509567,likeability,1,1,1,0,0,6.814,0,1,1,1,1,1,1,1,1,1,-100,65,-43,-21,82,100,60,-18,-78,2,2,1,2,2,2,2,2,2,2.071,3.258,6.04,2,14.537,20.44,21.581,2,4.962,10.389,13.723,4,2.57,3.5199999999999996,4.495,2,2.612,3.574,5.178,2,2.884,3.947,6.566,2,2.107,2.994,4.036,2,2.299,5.997999999999999,8.831,3,6.876,7.788,9.002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,32,2,1,,,,,,,,,1,39.001205444336,-121.09529876709,-1,
R_eht0ze3rw2bbKND,Default Response Set,Anonymous,,,68.43.172.179,0,2015-08-27 11:24:10,2015-08-27 11:44:28,1,78500446,likeability,1,1,1,0,0,13.555,0,1,1,1,1,1,1,1,1,1,-56,21,-14,-43,-43,-9,-88,-41,-53,2,2,2,2,2,2,2,2,2,4.261,5,5.757,2,2.275,3.678,5.013,2,3.397,4.146,5.297,2,3.192,4.459,6.065,2,3.482,4.811,5.737,3,5.969,6.743,8.202,2,3.682,7.1370000000000005,8.289,2,3.364,5.454000000000001,6.69,3,3.781,6.3759999999999994,6.705,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing at all.,2,19,2,1,,,,,,,,,1,42.423095703125,-86.218696594238,-1,
R_9LDBoAgU7rvty1D,Default Response Set,Anonymous,,,67.248.48.34,0,2015-08-27 11:23:31,2015-08-27 11:45:39,1,78575970,trust,1,,1,0,0,16.558,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,77.127,0,1,1,1,1,1,1,1,1,1,15,60,50,20,10,5,15,40,25,2,2,2,1,2,2,2,2,2,5.261,9.7,10.342,2,6.056,21.142,22.416,3,9.564,12.669,13.459,2,7.966,12.897,14.608,3,5.377,8.468,11.239,2,4.978,8.405,9.311,2,3.408,6.609999999999999,7.586,2,5.303,7.693,8.866,2,4.771,9.105,11.207,3,No,1,31,4,1,,,,,,,,,1,42.85710144043,-73.799301147461,-1,
R_3yJ3dOHyKeae6lT,Default Response Set,Anonymous,,,107.183.243.182,0,2015-08-27 11:43:48,2015-08-27 11:46:24,1,78500101,trust,1,,1,0,0,21.785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,23.322,0,1,1,1,1,1,1,1,1,1,36,45,62,62,47,41,35,44,46,2,2,2,1,2,2,2,2,2,1.249,2.4290000000000003,3.293,3,4.422,5.010999999999999,5.669,2,1.25,3.414,4.002,5,2.354,4.518000000000001,6.738,5,1.529,2.28,3.001,2,4.864,6.952999999999999,7.85,4,1.225,2.486,3.54,3,2.278,7.806,8.633,4,1.209,2.12,2.785,3,a bit,2,19,2,1,,,,,,,,,1,25.78059387207,-80.182601928711,-1,
R_6XM5iLFcfVG8qsB,Default Response Set,Anonymous,,,68.32.245.224,0,2015-08-27 11:22:53,2015-08-27 11:46:28,1,78531088,trust,1,,1,0,0,7.451,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1218.083,0,1,1,1,1,1,1,1,1,1,83,52,84,100,100,100,100,72,92,1,2,1,2,2,2,2,1,2,1.63,2.166,2.822,2,4.393,5.542,6.636,2,1.82,2.556,3.168,2,2.838,3.373,3.914,2,2.388,5.676,6.347,3,8.645,9.221,9.769,2,2.213,3.045,3.666,2,6.605,8.549000000000001,9.523,4,2.125,2.706,3.305,2,,2,38,4,,,,,,1,,,,1,35.998504638672,-86.780601501465,-1,
R_0iWFBFYKWf1BtOZ,Default Response Set,Anonymous,,,67.53.23.116,0,2015-08-27 11:40:45,2015-08-27 11:48:13,1,78588586,trust,1,,1,0,0,9.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,89.593,0,1,1,1,1,1,1,1,1,1,40,62,50,65,71,34,70,40,81,2,2,1,2,2,2,2,2,2,2.431,5.1899999999999995,8.137,5,,,,,3.666,10.723,12.369,5,,,,,2.883,4.991,6.244,3,14.122,17.502,19.257,4,0.162,11.631,12.77,4,4.657,7.57,44.843,2,2.146,3.076,3.947,2,"yes. technical issues.  / it kept saying ""unexpected error occurred"" and it would be VERY slow loading the pages.  / sometimes I had to click on the next button 3 or 4 times!",1,29,4,1,,,,,,,,,1,38.479507446289,-82.660202026367,-1,
R_9YLvqoeL5xWPkXj,Default Response Set,Anonymous,,,209.6.149.76,0,2015-08-27 11:44:00,2015-08-27 11:48:18,1,78575348,likeability,1,1,1,0,0,1.762,0,1,1,1,1,1,1,1,1,1,-56,79,-100,-42,45,100,26,-48,-73,1,2,2,1,2,2,2,2,2,16.271,18.262,18.826,3,2.156,3.41,3.84,3,1.545,2.7039999999999997,3.451,3,2.795,3.219,3.855,2,3.248,6.7330000000000005,7.397,2,1.401,1.888,2.684,2,5.066,5.538,6.227,2,1.65,2.147,2.903,2,2.548,3.039,3.805,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,29,5,,,,,,1,,,,1,42.32209777832,-71.133399963379,-1,
R_8k1nXJRy80oNn49,Default Response Set,Anonymous,,,72.218.214.239,0,2015-08-27 11:43:09,2015-08-27 11:48:51,1,78511239,trust,1,,1,0,0,19.491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.948,21.948,88.87,1,1,1,1,1,1,1,1,1,1,25,20,30,10,35,10,39,10,25,2,2,2,2,2,2,2,2,2,9.062,12.645999999999999,14.209,2,14.298,18.298000000000002,23.158,2,31.046,32.478,34.105,2,4.296,21.255000000000003,23.883,3,11.779,13.891,16.422,2,18.811,20.018,22.333,2,14.952,16.04,18.099,2,8.372,10.14,11.687,2,8.22,9.734,12.72,2,No problems at all.,2,35,4,,,,,,1,,,,1,36.837097167969,-76.338500976562,-1,
R_3CTZV64noJyqqIl,Default Response Set,Anonymous,,,192.232.30.38,0,2015-08-27 11:47:11,2015-08-27 11:49:30,1,78507364,likeability,1,1,1,0,0,7.246,0,1,1,1,1,1,1,1,1,1,-92,42,-88,-23,-30,50,-41,-33,-61,2,2,2,2,2,2,2,2,2,2.897,4.724,5.578,2,4.65,6.299,7.317,2,4.452,5.679,7.061,2,1.943,3.6950000000000003,4.399,2,2.672,7.571999999999999,8.324,3,3.97,9.808,11.991,3,2.956,4.947,5.812,2,2.793,5.329000000000001,6.028,3,3.607,5.243,6.516,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,22,3,1,,,,,,,,,1,39.988098144531,-83.044403076172,-1,
R_3gxkzk7BpuBOodf,Default Response Set,Anonymous,,,207.255.1.98,0,2015-08-27 11:24:43,2015-08-27 11:50:02,1,78571823,trust,1,,1,0,0,6.961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1356.724,0,1,1,1,1,1,1,1,1,1,43,80,64,31,39,53,73,50,28,2,2,2,2,2,2,2,2,2,2.499,4.4510000000000005,5.81,3,2.139,3.251,4.249,2,2.005,3.1079999999999997,3.827,2,1.979,4.259,5.656,3,2.339,3.5860000000000003,4.74,2,2.233,3.968,5.082,2,2.731,4.122999999999999,5.025,2,4.62,7.539,8.27,3,1.851,3.114,4.194,2,none,1,39,2,1,,,,,,,,,1,40.517196655273,-78.366203308105,-1,
R_e9vMkXkxCPtJ05n,Default Response Set,Anonymous,,,96.58.221.115,0,2015-08-27 11:50:39,2015-08-27 11:53:11,1,78548361,likeability,1,1,1,0,0,10.717,0,1,1,1,1,1,1,1,1,1,8,38,-8,23,73,64,40,-33,-39,2,2,2,2,2,2,2,2,2,4.079,5.003,6.074,2,3.196,4.059,4.801,2,3.728,5.069,5.952,2,8.527,13.613999999999999,14.569,3,3.236,4.372,5.393,2,3.508,7.186,7.887,3,3.439,4.344,7.446,2,4.126,4.8420000000000005,5.879,2,4.344,5.24,6.123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,28,4,1,,,,,,,,1,1,27.862594604492,-82.709396362305,-1,
R_0jl1yFpvSkNzCSN,Default Response Set,Anonymous,,,96.254.209.45,0,2015-08-27 11:50:18,2015-08-27 11:54:22,1,78599218,likeability,1,1,1,0,0,24.757,0,1,1,1,1,1,1,1,1,1,0,60,-30,10,-85,35,85,10,-62,2,2,2,2,2,2,2,2,2,8.209,10.305,11.681,2,4.796,9.292,10.504,3,3.944,6.598,8.244,3,6.275,8.253,9.815,2,9.501,20.619,22.216,3,5.056,25.757,27.071,3,4.033,9.277000000000001,10.318,3,9.208,11.193,12.304,2,14.545,16.609,17.818,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, everything went great for me, thanks!",1,36,3,1,,,,,,,,,1,27.944396972656,-82.418998718262,-1,
R_2siCh3h1vRXVTJb,Default Response Set,Anonymous,,,173.78.16.238,0,2015-08-27 11:51:08,2015-08-27 11:55:14,1,78549910,trust,1,,1,8.055,8.055,8.562,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.845,29.412,40.861,6,1,1,1,1,1,1,1,1,1,50,25,46,70,93,20,40,45,28,2,2,2,2,2,2,2,2,2,3.284,4.043,4.544,2,5.393,10.137,10.807,5,1.835,2.746,3.157,2,3.314,3.922,4.704,2,2.469,3.1399999999999997,3.656,2,4.693,6.268,7.05,3,2.784,5.215999999999999,6.392,3,1.835,3.883,4.078,4,1.629,3.124,3.542,2,,2,29,3,1,,,,,,,,,1,27.939193725586,-82.472297668457,-1,
R_3IqqAYnzUATImVv,Default Response Set,Anonymous,,,108.183.156.196,0,2015-08-27 11:52:35,2015-08-27 11:55:32,1,78599540,likeability,1,1,1,0,0,61.921,0,1,1,1,1,1,1,1,1,1,-8,-15,-2,-1,-17,23,2,4,-4,2,2,2,2,2,2,2,2,2,2.009,3.043,4.12,2,2.675,5.172,6.433,3,5.632,7.02,7.98,2,3.504,6.888,7.61,3,3.503,4.621,6.134,2,3.865,5.855,7.234,3,2.443,5.29,5.93,4,2.367,5.3839999999999995,6.774,3,5.223,7.161,8.272,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,4,1,,,,,,,,,1,44.40510559082,-69.756698608398,-1,
R_20qBDPjWbdm6IOV,Default Response Set,Anonymous,,,73.35.119.118,0,2015-08-27 11:50:31,2015-08-27 11:56:05,1,78543404,trust,1,,1,0,0,14.498,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,77.589,0,1,1,1,1,1,1,1,1,1,30,28,40,50,50,60,19,10,25,2,2,2,2,2,2,2,2,2,2.941,5.356,6.038,3,5.979,132.625,134.8,4,2.224,5.753,8.133,4,1.408,3.487,4.388,3,2.205,4.58,6.793,4,3.713,4.304,5.542,2,1.896,3.2640000000000002,5.303,2,1.805,3.5569999999999995,7.104,3,3.728,4.352,5.975,2,there were no problems.,2,27,4,1,,,,,,,,,1,30.068893432617,-81.562103271484,-1,
R_2c2lHYGZcxZbb5r,Default Response Set,Anonymous,,,104.9.143.25,0,2015-08-27 11:46:06,2015-08-27 11:57:55,1,78571407,trust,1,,1,7.836,7.836,11.123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,505.797,0,1,1,1,1,1,1,1,1,1,40,40,30,50,50,29,41,40,40,2,2,2,2,2,2,2,2,2,1.96,3.001,4.343,2,2.547,4.538,4.908,2,2.408,3.7640000000000002,4.864,2,1.87,8.306,9.484,4,7.878,21.183000000000003,22.819,5,3.357,5.631,6.906,2,2,3.162,4.779,2,1.547,2.868,4.784,2,2.884,4.3759999999999994,5.231,2,,1,31,3,,1,,,1,,,,,1,38.188003540039,-85.836502075195,-1,
R_8upxQbVThgcQtRH,Default Response Set,Anonymous,,,50.38.65.34,0,2015-08-27 11:53:32,2015-08-27 11:58:16,1,78535143,trust,1,,1,0,0,11.225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,46.027,0,1,1,1,1,1,1,1,1,1,10,0,0,0,10,60,10,0,0,2,2,2,2,2,2,2,2,2,3.39,7.216,8.673,2,2.183,2.9829999999999996,3.818,2,2.28,3.0229999999999997,4.562,2,2.303,3.006,4.545,2,2.663,4.879,6.378,3,7.781,10.133,11.375,3,6.948,13.284,14.758,3,1.844,2.637,3.487,2,6.016,7.031,8.713,2,No problems or confusion. / ,1,54,3,1,,,,,,,,,1,45.424301147461,-122.37269592285,-1,
R_5vvpZPvX7chgqrj,Default Response Set,Anonymous,,,24.161.4.167,0,2015-08-27 11:55:36,2015-08-27 11:59:26,1,78546735,trust,1,,1,0,0,9.763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.324,2.324,59.166,1,1,1,1,1,1,1,1,1,1,39,19,19,10,9,10,51,19,39,2,2,2,2,2,2,2,2,2,8.918,10.397,11.235,3,2.039,6.183999999999999,7.845,2,2.384,5.321,6.693,3,2.167,2.8779999999999997,6.275,2,2.851,4.203,5.385,2,6.808,9.488,11.047,2,3.646,6.975,8.86,2,3.673,5.489,6.343,2,2.315,5.043,5.768,4,No issues.,2,48,2,,,,,,,,,1,1,42.097793579102,-73.996696472168,-1,
R_3w20Ag2MgEUGJ1P,Default Response Set,Anonymous,,,108.46.230.136,0,2015-08-27 11:55:26,2015-08-27 11:59:44,1,78521692,likeability,1,1,1,0,0,11.13,0,1,1,1,1,1,1,1,1,1,-84,40,-40,40,40,60,-63,0,-40,2,2,2,2,2,2,2,2,2,1.919,5.34,6.15,3,5.065,6.013,6.817,2,11.738,12.53,13.449,2,5.714,6.453,7.188,2,3.827,4.458,5.579,2,3.084,3.7270000000000003,4.613,2,7.845,11.174,12.608,2,6.286,6.882,7.566,2,6.992,7.673,8.432,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,21,4,,,,,,1,,,,1,40.616592407227,-74.012397766113,-1,
R_bQPUqoOfbHEgj8V,Default Response Set,Anonymous,,,172.98.67.6,0,2015-08-27 11:56:23,2015-08-27 12:01:02,1,78571450,trust,1,,1,0,0,123.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,10.852,0,1,1,1,1,1,1,1,1,1,29,22,27,38,30,54,10,2,9,2,2,2,2,2,2,2,2,2,3.707,4.803,5.706,2,3.681,7.041,8.713,2,5.162,6.85,8.527,2,6.473,7.568,8.494,2,16.584,17.599,18.395,2,9.389,14.396999999999998,15.725,2,1.773,3.444,4.49,2,3.364,4.259,5.958,2,6.564,7.939,9.146,2,,2,32,5,,,,,,1,,,,1,43.647994995117,-79.38159942627,-1,
R_8oCysvFI7F0WIsd,Default Response Set,Anonymous,,,97.87.99.89,0,2015-08-27 11:23:36,2015-08-27 12:03:21,1,78572783,trust,1,,1,0,0,5.694,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,19.211,0,1,1,1,1,1,1,1,1,1,60,0,20,10,0,0,0,10,0,1,2,1,1,2,2,2,1,2,10.753,11.903,14.103,2,7.571,9.709999999999999,11.467,2,6.391,8.666,10.376,2,8.794,9.497,11.363,2,1.853,2.6879999999999997,4.234,2,3.603,8.339,10.227,2,1.978,3.5300000000000002,4.724,2,8.299,9.558,11.65,2,1.806,2.787,4.356,2,"No, I was unable to begin it for quite a few minutes as I received a phone call after accepting the hit. I finished the call and began the survey.",1,26,3,1,,,,,,,,,1,37.337005615234,-89.591102600098,-1,
R_1EKwGL416s2YBgx,Default Response Set,Anonymous,,,107.10.210.189,0,2015-08-27 11:56:40,2015-08-27 12:03:28,1,78549967,likeability,1,1,1,0,0,12.137,0,1,1,1,1,1,1,1,1,1,18,58,1,-12,31,24,-1,18,-60,2,2,2,2,2,2,2,2,2,7.018,8.254,9.328,3,1.365,2.222,2.992,2,28.275,29.208,30.303,2,3.159,4.444,5.473,3,1.957,2.966,3.692,2,1.913,3.158,6.019,3,11.054,12.272,13.051,2,2.413,3.6099999999999994,4.276,3,14.923,18.708000000000002,19.439,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,33,4,1,,,,,,,,,1,41.474899291992,-81.738800048828,-1,
R_80N9UicpQy5Qb53,Default Response Set,Anonymous,,,71.207.40.22,0,2015-08-27 12:01:37,2015-08-27 12:03:51,1,78542590,likeability,1,1,1,0,0,7.917,0,1,1,1,1,1,1,1,1,1,40,-79,-61,85,-11,100,-59,-41,-39,2,2,2,2,2,2,2,2,2,2.288,3.072,4.202,2,2.273,3.817,4.858,2,2.834,3.617,4.971,2,5.482,6.37,7.187,2,3.27,9.613,10.415,3,4.343,8.391,9.257,3,1.752,2.7359999999999998,3.906,2,1.784,2.536,3.322,2,1.953,2.641,4.018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,4,1,,,,,,,,,1,40.237899780273,-76.922798156738,-1,
R_3OADexnePlfCtgx,Default Response Set,Anonymous,,,97.93.114.116,0,2015-08-27 11:25:08,2015-08-27 12:03:52,1,78504649,likeability,1,1,1,0,0,370.736,0,1,1,1,1,1,1,1,1,1,9,8,14,44,7,-10,39,46,-10,2,2,2,2,2,2,2,2,2,2.786,5.024,6.037,2,50.796,53.769000000000005,54.726,4,1.738,2.722,3.618,2,6.466,8.593,9.929,3,394.719,398.615,399.802,3,48.948,51.117,53.072,3,105.461,107.352,108.865,2,344.05,346.487,348.043,3,28.403,749.538,752.313,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,1,,,,,,,,1,1,34.176696777344,-118.31050109863,-1,
R_50Fwew5jRHiYv53,Default Response Set,Anonymous,,,74.87.33.130,0,2015-08-27 12:00:54,2015-08-27 12:03:55,1,78536369,trust,1,,1,0,0,6.802,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,78.779,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3.663,6.622999999999999,8.113,2,14.309,16.887,18.072,2,2.233,2.8890000000000002,3.882,2,1.95,2.654,3.879,2,2.11,2.718,3.848,2,2.721,3.369,4.435,2,1.416,2.352,3.113,2,1.635,2.5620000000000003,3.508,2,1.125,2.66,3.246,3,,1,22,4,1,,,,,,,,,1,33.952896118164,-118.3092956543,-1,
R_9uxLA9J0Fx9J3kF,Default Response Set,Anonymous,,,24.166.101.251,0,2015-08-27 12:02:18,2015-08-27 12:04:18,1,78505107,likeability,1,1,1,0,0,5.866,0,1,1,1,1,1,1,1,1,1,-100,20,-20,-75,85,100,0,35,-70,2,2,2,2,2,2,2,2,2,2.988,4.083,4.78,2,5.583,6.682,7.339,2,5.052,6.064,6.979,2,3.928,8.878,9.827,4,4.075,5.8580000000000005,6.765,2,2.439,3.399,4.2,2,3.724,4.73,5.344,2,5.902,6.766,7.54,2,9.64,12.573,13.394,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,30,4,1,,,,,,,,,1,41.970306396484,-80.3125,-1,
R_8CXbSzqpnde7mUB,Default Response Set,Anonymous,,,23.255.210.65,0,2015-08-27 12:00:48,2015-08-27 12:04:25,1,78537733,trust,1,,1,0,0,8.785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,93.521,0,1,1,1,1,1,1,1,1,1,36,30,24,58,74,100,28,13,36,2,2,2,2,2,2,2,2,2,1.336,2.089,2.661,2,1.428,3.627,4.319,4,5.913,7.504,7.772,3,2.253,3.517,5.865,3,2.233,4.714,5.365,5,4.476,7.1690000000000005,8.494,2,2.062,7.270999999999999,7.946,6,1.495,2.51,3.865,4,2.372,4.179,4.76,3,none,2,27,4,1,,,,,,,,,1,39.057205200195,-94.593299865723,-1,
R_9tO6AF7iP3vFt7D,Default Response Set,Anonymous,,,50.14.179.63,0,2015-08-27 11:57:13,2015-08-27 12:05:21,1,78571006,likeability,1,1,1,0,0,37.475,0,1,1,1,1,1,1,1,1,1,-63,21,-18,-65,-22,0,20,-12,50,2,2,2,2,2,2,2,2,2,3.312,31.735000000000003,35.114,4,7.831,10.835,13.948,2,8.49,12.898,16.913,2,23.766,36.653999999999996,40.353,3,28.097,34.101,38.017,2,8.176,29.679000000000002,30.994,5,7.944,12.079,13.327,2,11.868,16.667,17.961,2,11.175,18.378,19.67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,28,4,,1,,,,,,,,1,40.661407470703,-73.958297729492,-1,
R_0CBf7WQj6FnlhL7,Default Response Set,Anonymous,,,70.193.72.37,0,2015-08-27 11:36:46,2015-08-27 12:05:32,1,78577730,likeability,1,1,1,0,0,435.507,0,1,1,1,1,1,1,1,1,1,0,30,0,9,14,-9,20,30,4,2,1,2,2,2,2,1,2,2,98.845,108.51,109.147,7,3.841,6.552,7.322,2,4.057,10.901,12.133,3,50.931,55.26199999999999,55.692,4,306.743,310.844,311.537,2,4.037,6.383,7.816,2,26.384,380.41799999999995,381.499,5,4.534,6.515,7.184,4,4.73,6.521000000000001,7.659,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,2,1,,,,,,,,,1,34.060699462891,-86.767501831055,-1,
R_00LpQ95tNWfAeUZ,Default Response Set,Anonymous,,,192.234.2.18,0,2015-08-27 12:03:22,2015-08-27 12:05:59,1,78533517,trust,1,,1,0,0,20.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.139,21.139,25.463,1,1,1,1,1,1,1,1,1,1,29,21,29,47,54,62,48,50,37,2,1,2,2,1,1,1,1,2,14.679,17.744,18.765,2,1.379,4.769,5.795,3,1.819,2.658,3.735,2,2.228,3.452,4.673,2,1.491,3.9270000000000005,3.153,3,1.536,3.5839999999999996,4.503,4,1.538,2.242,3.03,2,1.589,2.492,3.329,2,7.351,9.367,10.052,3,no,2,41,4,1,,,,,,,,,1,41.681594848633,-72.940498352051,-1,
R_bKP3oGgtDeFKUMR,Default Response Set,Anonymous,,,73.164.191.32,0,2015-08-27 11:59:32,2015-08-27 12:08:20,1,78518449,likeability,1,1,1,0,0,8.327,0,1,1,1,1,1,1,1,1,1,-65,-42,-43,-95,89,85,-5,51,39,2,2,2,2,2,2,2,1,2,1.354,2.39,2.862,3,4.117,5.324,6.417,3,258.801,259.65299999999996,260.72,2,1.875,4.277,4.823,5,45.858,47.574,48.389,3,1.713,2.927,3.668,3,1.509,2.4219999999999997,3.423,2,3.246,3.763,4.415,2,2.875,3.866,4.654,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There was no confusions, or technical issues experienced. ",2,28,4,1,,,,,,,,,1,45.610305786133,-122.74549865723,-1,
