survey_code,experiment,Q32_3,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy
78552348,trust,6.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5.513,0,1,1,1,1,1,1,1,1,1,74,70,65,62,59,49,75,58,78,2,1,1,1,2,2,1,2,1,2.019,3.995,4.825,2,131.975,139.143,140.406,3,1.902,4.062,5.406,3,4.493,5.949,7.428,3,2.044,3.891,4.882,4,2.275,3.707,4.963,2,2.109,3.885,4.805,2,2.578,15.25,16.1,3,1.758,4.567,5.477,3,no,1,27,2,,1,,,,,,,,1,36.14430237,-115.2794037,-1
78502147,trust,3.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.101,14.101,35.999,1,1,1,1,1,1,1,1,1,1,60,41,30,40,10,0,40,60,50,1,2,2,2,2,2,2,1,2,1.822,5.518,6.488,3,1.774,2.885,3.845,2,2.623,3.831,6.662,2,27.205,32.001,32.845,5,9.566,11.154,12.235,2,1.91,2.765,3.482,2,1.906,6.668,8.385,4,2.744,5.016,6.64,2,1.664,3.449,4.182,2,none,2,27,4,1,,,,,,,,,1,40.60090637,-73.93969727,-1
78583315,likeability,18.232,1,1,1,1,1,1,1,1,1,-39,39,3,-62,-25,22,-11,-36,39,2,2,2,2,2,2,2,2,2,4.266,9.69,11.189,9,2.288,4.255,5.498,2,4.113,7.265,8.678,3,2.36,6.64,7.67,4,2.425,4.001,6.147,2,2.336,4.904,6.657,4,2.572,3.963,5.018,2,2.191,4.279,5.559,4,2.51,3.822,5.124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,60,2,1,,,,,,,,,1,32.26690674,-90.19860077,-1
78574033,likeability,17.369,1,1,1,1,1,1,1,1,1,26,72,11,-20,-63,-65,47,55,69,2,2,2,2,2,2,2,2,2,2.832,6.616,8.018,5,2.002,4.106,5.316,3,3.051,5.578,7.928,3,5.618,11.89,14.515,2,2.515,6.786,8.139,3,1.589,11.589,13.288,6,2.558,5.446,7.744,2,2.303,6.046,7.679,4,2.057,4.945,6.756,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no, everything was very clear",2,31,4,1,,,,,,,,,1,40.71769714,-124.1147003,-1
78567619,likeability,5.656,1,1,1,1,1,1,1,1,1,-100,-30,-100,-70,100,100,-20,0,-60,2,2,2,2,2,2,2,2,2,2.495,5.082,3.764,2,6.568,7.48,8.713,2,2.301,3.503,2.533,2,4.499,5.24,6.17,2,6.936,7.908,8.589,2,8.1,11.254,12.033,2,4.998,6.125,6.952,2,5.084,6.039,7.53,2,3.977,4.84,5.621,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,47,2,1,,,,,,,,,1,39.63630676,-74.76329803,-1
78555053,trust,9.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.467,0,1,1,1,1,1,1,1,1,1,23,62,71,70,64,77,16,40,46,2,2,2,2,2,2,2,2,2,1.481,2.536,3.719,2,2.131,3.678,4.698,4,1.975,3.426,4.212,2,4.911,8.018,8.692,4,1.566,3.346,4.437,3,2.261,3.611,4.52,2,1.88,3.041,4.178,3,1.633,2.662,3.526,2,3.859,5.131,6.299,2,N/A. Have a great week!,1,27,3,1,,,,,,,,,1,38.82510376,-90.72889709,-1
78512986,likeability,1.951,1,1,1,1,1,1,1,1,1,-74,59,-79,-65,16,90,-69,-80,-70,2,2,2,2,2,2,2,2,2,1.599,2.191,3.011,2,2.975,6.152,7.019,4,1.202,2.562,3.06,4,2.383,3.439,4.104,2,71.561,73.088,73.757,2,13.776,15.32,16.031,3,5.509,7.717,8.359,4,9.985,11.137,11.371,3,1.453,3.469,4.207,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,22,2,,,,,,,,,1,1,34.4329071,-119.8370972,-1
78505310,trust,42.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.078,125.839,128.789,4,1,1,1,1,1,1,1,1,1,50,30,40,20,20,50,40,60,60,2,2,2,2,2,2,2,2,2,3.59,15.625,16.611,4,4.829,6.901,7.814,2,6.407,8.091,9.075,3,7.988,10.127,11.493,2,3.598,8.588,9.389,5,7.457,10.295,15.155,3,10.096,13.984,15.4,6,13.093,14.967,16.476,2,2.806,3.899,4.811,2,No problems.,2,32,2,1,,,,,,,1,,1,38,-97,-1
78565068,likeability,14.942,1,1,1,1,1,1,1,1,1,-1,66,22,-42,-23,-21,40,-1,-17,2,2,2,2,2,2,2,2,2,2.9,4.485,5.598,3,2.214,6.476,7.408,5,8.61,13.706,15.642,2,2.03,5.401,6.485,2,3.261,4.155,5.281,2,2.919,4.953,5.911,3,2.979,4.126,5.715,2,3.262,4.279,5.617,2,2.949,4.354,6.657,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,40,4,1,,,,,,,,,1,45.48179626,-122.6004944,-1
78562581,trust,13.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,68.019,0,1,1,1,1,1,1,1,1,1,60,60,60,60,40,0,60,60,60,2,2,2,2,2,2,2,2,2,2.395,5.116,6.039,2,2.523,6.529,7.477,2,10.996,26.074,27.722,3,2.222,5.1,6.457,2,4.33,8.996,9.822,3,4.743,7.829,9.773,2,2.084,4.717,5.666,2,2.267,5.354,6.167,2,2.602,6.203,8.222,2,no,2,42,2,1,,,,,,,,,1,27.73620605,-82.6690979,-1
78542649,likeability,22.998,1,1,1,1,1,1,1,1,1,-41,61,-20,-69,75,95,51,6,-38,2,2,2,2,2,2,2,2,2,7.665,9.937,11.23,2,1.464,7.111,9.605,4,3.943,12.08,13.778,3,7.862,19.926,21.275,4,2.893,6.076,8.233,3,2.587,11.05,12.343,4,2.012,10.349,11.633,3,2.655,9.111,11.939,4,6.879,8.055,10.203,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nah, but theres no way any robot looks as good as that last one currently though!",2,28,4,1,,,,,,,,,1,37.4848938,-77.65509796,-1
78536669,trust,7.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,52.413,0,1,1,1,1,1,1,1,1,1,75,80,100,60,60,20,90,50,70,2,2,2,2,2,2,2,2,2,3.808,6.252,7.171,3,4.963,10.087,10.569,4,2.254,4.222,5.917,2,9.621,14.317,15.595,2,4.465,9.161,10.261,3,4.078,7.312,9.006,3,4.246,7.661,9.213,3,3.158,5.432,6.626,2,5.758,8.188,9.116,3,no,1,35,4,,1,,,,,,,,1,33.72799683,-116.5115967,-1
78559416,likeability,7.285,1,1,1,1,1,1,1,1,1,-60,7,-15,-100,82,89,19,-100,-25,2,2,2,2,2,2,2,2,2,2.542,3.817,5.517,2,2.748,3.65,5.297,2,3.488,4.766,5.947,2,2.644,4.362,7.136,2,2.518,10.939,12.373,3,6.185,7.17,8.085,2,3,4.906,5.872,2,2.102,6.208,7.497,3,3.324,5.702,6.748,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,4,1,,,,,,,,,1,40.52400208,-105.1396027,-1
78569892,trust,6.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.57,26.271,73.623,3,1,1,1,1,1,1,1,1,1,0,35,30,50,30,0,28,0,50,2,2,2,2,2,2,2,2,2,2.514,3.331,4.897,2,8.108,14.176,15.916,3,4.561,7.816,8.648,3,4.457,7.192,8.753,3,3.035,12.193,13.572,5,5.382,6.565,8.13,2,7.748,9.147,10.714,2,2.374,3.301,4.306,2,3.545,5.025,5.88,2,No.,2,60,4,,,,,,,,,1,1,29.30659485,-94.77230072,-1
78543656,trust,6.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.859,28.249,34.977,18,1,1,1,1,1,1,1,1,1,60,40,61,20,20,40,10,10,50,2,2,2,1,2,2,2,2,2,4.116,6.694,7.286,3,2.216,3.089,4.094,2,3.82,4.462,5.496,2,5.666,6.665,7.45,2,4.259,7.126,7.683,2,1.582,5.831,6.374,4,3.065,3.777,4.403,2,3.975,4.555,5.456,2,3.481,4.059,4.741,2,None at all!,2,25,2,1,,,,,,,,,1,42.69309998,-71.30870056,-1
78570194,likeability,18.586,1,1,1,1,1,1,1,1,1,-40,-40,-80,-84,-60,80,8,-84,6,2,2,2,2,2,2,2,2,2,16.065,21.849,22.751,2,7.337,10.351,11.393,3,4.829,8.534,10.518,3,16.758,20.17,22.171,3,8.321,12.786,14.221,2,3.987,6.791,7.842,3,44.118,53.588,55.116,4,14.732,17.39,18.738,3,35.705,39.116,40.117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,42,5,1,,,,,,,1,,1,32.78309631,-96.80670166,-1
78501226,likeability,25.578,1,1,1,1,1,1,1,1,1,-4,-1,-64,-55,21,28,-78,-73,-22,1,2,2,2,2,2,2,2,2,12.457,13.688,15.188,2,8.344,10.126,10.927,3,3.868,7.899,8.989,2,3.209,4.28,5.704,2,4.65,6.737,7.747,3,54.82,56.358,57.39,2,8.552,9.783,10.987,2,5.806,6.853,7.898,2,3.841,5.184,6.195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,51,4,1,,,,,,,,,1,40.57249451,-79.957901,-1
78556306,likeability,12.466,1,1,1,1,1,1,1,1,1,-90,-40,-60,20,95,100,60,-70,-20,2,2,2,2,2,2,2,2,2,4.922,6.557,10.277,2,3.207,7.958,9.521,3,3.534,8.874,11.984,4,2.395,4.775,6.689,3,1.529,7.622,8.602,5,1.462,4.63,6.156,3,4.576,5.184,7.312,2,2.276,8.757,10.188,4,5.376,7.648,9.095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,28,2,1,,,,,,,,,1,41.98660278,-72.25340271,-1
78597788,trust,19.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.936,0,1,1,1,1,1,1,1,1,1,9,30,20,30,10,49,10,0,0,2,2,2,2,2,2,2,2,2,3.658,12.646,13.678,4,10.285,14.031,14.864,3,4.133,5.638,8.114,2,7.449,8.704,11.612,2,4.368,6.261,8.607,3,4.69,7.692,9.666,2,9.909,19.401,22.225,4,3.895,4.883,7.097,2,4.546,5.607,9.012,2,No,1,27,2,1,,,,,,,,,1,30.49009705,-81.67169952,-1
78527562,trust,21.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,144.344,0,1,1,1,1,1,1,1,1,1,60,61,20,20,40,50,30,30,70,2,2,2,2,2,2,2,2,2,3.92,10.372,13.82,4,8.328,11.714,14.386,2,14.395,17.276,18.254,2,11.474,14.454,15.81,3,7.191,13.068,14.564,3,25.228,27.519,29.637,2,4.589,11.533,13.375,3,8.206,11.399,13.629,2,5.846,10.582,12.66,3,No,2,28,5,,,,,,,,,1,1,36.6703949,-81.96720123,-1
78513264,trust,10.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,61.891,0,1,1,1,1,1,1,1,1,1,19,9,26,49,46,55,13,9,2,2,2,2,1,2,2,2,2,2,1.912,2.495,3.255,2,2.403,4.075,5.222,3,4.379,5.099,6.061,2,2.697,3.497,4.504,2,1.918,7.382,11.145,5,141.011,143.681,144.686,4,,,,,7.457,9.113,10.4,3,132.842,133.841,134.964,2,,2,36,4,1,,,,,,,,,1,32.39430237,-93.72850037,-1
78535296,likeability,6.798,1,1,1,1,1,1,1,1,1,-7,73,-15,-30,6,37,64,-22,-53,2,2,2,2,2,2,2,2,2,2.986,3.872,4.746,2,2.622,4.308,5.203,2,2.897,5.212,5.982,3,116.599,118.842,119.983,4,3.458,6.126,6.872,4,3.654,7.278,8.173,2,2.018,3.117,3.909,2,3.603,4.735,9.584,2,9.372,10.579,11.427,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no, the pictures loaded up normally",2,34,4,,,,,,,,,1,1,34.51019287,-118.6804047,-1
78522611,likeability,19.265,1,1,1,1,1,1,1,1,1,20,71,-4,-40,-57,-61,56,14,90,2,2,2,2,2,2,2,2,2,2.355,7.623,8.534,3,2.107,4.536,5.455,2,6.8,15.033,15.847,3,2.358,5.481,6.272,3,2.203,4.03,4.665,3,2.6,7.919,9.565,4,2.236,4.527,5.216,2,4.576,8.493,9.255,3,2.173,9.197,11.914,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,3,1,,,,,,,,,1,29.83210754,-95.73459625,-1
78585081,trust,16.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.77,51.746,53.06,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,5.527,7.336,9.247,3,2.875,4.577,5.549,3,2.495,5.793,6.352,3,2.059,4.106,4.949,3,2.509,3.38,4.915,3,2.674,4.899,6.648,4,1.557,4.518,5.434,3,2.798,7.029,8.48,2,1.656,4.749,5.444,4,No,2,28,2,1,,,,,,,,,1,32.71910095,-117.1607056,-1
78583778,trust,55.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,63.485,0,1,1,1,1,1,1,1,1,1,25,3,30,5,0,20,0,0,4,2,2,2,2,2,2,2,2,2,2.951,32.632,34.679,5,7.802,30.117,35.59,2,29.307,34.947,36.47,3,15.98,29.083,30.751,3,3.444,28.444,28.888,7,3.581,20.82,26.323,5,2.475,8.071,16.562,3,3.927,14.496,17.55,2,4.523,34.371,36.602,2,No.,1,43,3,,1,,,,,,,,1,37.77349854,-122.278801,-1
78515824,likeability,103.157,1,1,1,1,1,1,1,1,1,-79,-50,-20,-11,-17,36,-40,-28,-56,2,1,2,2,2,2,2,2,2,5.688,6.404,7.289,2,1.492,2.1,2.766,2,1.779,2.353,3.32,2,104.513,121.659,122.357,5,20.423,21.163,21.919,2,21.784,22.705,23.263,2,1.312,2.588,3.217,3,5.916,7.125,7.686,3,1.954,3.455,4.001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,1,25,2,1,,,,,,,,,1,41.23330688,-95.93029785,-1
78514000,likeability,4.632,1,1,1,1,1,1,1,1,1,-100,-30,-18,-100,9,85,23,-11,-4,2,2,2,2,2,2,2,2,2,1.718,2.313,3.08,2,3.003,4.553,5.386,2,3.51,8.238,11.071,3,11.529,12.775,14.485,2,2.688,6.248,6.915,3,17.061,18.515,19.238,3,1.809,3.108,4.095,4,2.252,4.085,4.238,3,2.602,5.082,5.665,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,1,,,,,,,,,1,36.22219849,-83.32369995,-1
78536587,likeability,9.675,1,1,1,1,1,1,1,1,1,15,44,64,70,89,99,-43,-59,-20,2,2,2,2,2,2,2,2,2,4.158,6.262,7.523,3,5.631,8.375,9.566,2,2.289,3.384,4.453,2,1.587,2.827,3.952,2,4.031,5.247,8.241,2,2.411,3.862,4.914,2,2.041,5.161,6.048,3,2.657,4.521,5.373,2,4.426,10.178,11.09,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,1,25,2,1,,,,,,,,,1,35.53309631,-97.77069855,-1
78545323,trust,17.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,149.218,0,1,1,1,1,1,1,1,1,1,20,15,0,8,0,0,25,10,10,2,2,2,2,2,2,2,2,2,7.381,9.158,10.279,2,4.787,5.829,6.496,2,2.192,3.576,4.599,2,3.269,4.355,5.307,2,11.24,12.662,13.587,2,2.782,4.003,4.888,2,3.17,4.497,5.454,2,43.889,45.768,48.631,2,5.107,6.047,6.811,2,No,1,38,5,1,,,,,,,,,1,40.80039978,-81.37529755,-1
78511987,trust,16.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,67.194,0,1,1,1,1,1,1,1,1,1,51,41,54,52,40,3,29,70,20,2,2,2,2,2,2,2,2,2,4.554,4.554,6.23,1,1.585,3.276,4.18,2,2.189,3.15,5.017,2,2.24,8.379,9.126,6,5.189,9.762,10.649,2,4.951,4.951,9.574,1,3.743,3.743,4.476,1,3.033,3.033,3.855,1,1.985,4.461,5.43,3,No,1,22,2,,1,,,,,,,,1,36.55969238,-87.40969849,-1
78566645,trust,6.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,10.706,0,1,1,1,1,1,1,1,1,1,0,40,18,8,3,50,19,8,18,2,2,2,2,2,2,2,2,2,2.803,3.674,4.332,2,1.728,3.585,3.809,3,1.369,3.658,4.239,3,1.815,2.641,3.162,2,2.209,2.772,3.246,2,1.979,3.385,4.338,3,2.165,2.653,3.222,2,11.065,11.715,13.191,2,2.461,4.469,5.228,2,no,2,22,4,1,,,,,,,,,1,17.30000305,-62.71669769,-1
78517354,trust,6.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,24.263,0,1,1,1,1,1,1,1,1,1,50,30,10,10,10,20,50,50,10,1,2,2,2,2,2,2,2,2,3.918,5.135,6.169,2,3.273,4.371,5.306,2,3.323,4.613,5.739,2,4.096,5.769,6.241,3,2.696,6.823,7.864,3,25.441,26.843,27.911,2,11.617,13.611,14.354,2,3.854,4.787,5.569,2,3.452,4.649,5.837,2,None!,1,28,5,1,,,,,,,,,1,42.37309265,-71.0161972,-1
78540881,likeability,6.962,1,1,1,1,1,1,1,1,1,-100,-100,-100,-35,37,100,-20,-100,-81,2,2,2,2,2,2,2,2,2,1.825,2.819,3.696,2,2.943,4.075,5.41,2,8.172,12.695,13.977,4,7.842,7.842,8.839,1,2.661,4.308,5.254,2,11.675,15.934,16.975,2,3.154,7.359,9.099,2,4.265,4.265,4.749,1,2.388,3.051,3.867,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,39,2,1,,,,,,,,,1,35.71740723,-86.89260101,-1
78595773,trust,8.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,33.47,0,1,1,1,1,1,1,1,1,1,94,100,88,94,84,90,100,76,97,2,2,2,2,2,2,2,2,2,1.156,2.028,4.215,2,2.192,4.484,5.258,3,2.16,2.897,3.72,2,1.435,2.926,3.756,3,2.397,3.137,3.743,2,0.844,0.844,2.128,1,2.231,2.909,3.641,2,4.591,5.948,6.972,2,1.788,2.888,3.843,2,no,2,38,5,1,,,,,,,,,1,39.3276062,-104.8162994,-1
78553448,likeability,30.459,1,1,1,1,1,1,1,1,1,-24,82,30,20,-100,-62,82,92,61,2,2,2,2,2,2,2,2,2,3.761,5.168,5.869,2,2.941,3.989,6.625,2,3.355,4.395,5.338,2,5.228,6.284,7.098,2,2.639,4.207,5.563,2,2.941,5.765,6.682,3,3.335,6.598,9.243,2,4.121,7.128,10.438,2,1.857,4.408,6.389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no problems, short and sweet, good pay",1,34,5,1,1,,,,,,,,1,40.71769714,-124.1147003,-1
78557270,likeability,4.639,1,1,1,1,1,1,1,1,1,-30,21,-14,17,18,47,-19,-43,-23,2,2,2,2,2,2,2,2,2,2.562,4.873,6.079,5,1.435,2.796,3.702,3,7.509,8.673,9.318,3,1.633,8.239,9.624,4,0.207,3.718,4.216,4,2.566,5.692,6.509,3,1.951,3.622,36.773,4,10.871,12.214,13.327,3,1.305,2.204,3.359,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,1,,,,,,,,,1,40.75300598,-75.30619812,-1
78553832,likeability,10.131,1,1,1,1,1,1,1,1,1,-54,-21,-60,0,20,50,-40,-25,0,2,2,2,2,2,2,2,2,2,22.134,35.905,37.467,5,4.825,10.663,11.843,5,3.379,9.004,10.214,4,5.091,11.491,12.573,4,4.36,7.095,8.065,4,4.722,7.729,8.763,2,3.501,6.842,7.659,5,3.137,8.12,8.946,4,3.209,9.07,9.904,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,28,3,1,,,,,,,,,1,44.83140564,-123.2033997,-1
78526822,trust,20.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.232,148.454,154.73,5,1,1,1,1,1,1,1,1,1,50,10,5,5,10,20,30,50,20,2,2,2,2,2,2,2,2,2,2.378,3.681,4.013,3,8.011,27.674,28.622,2,5.555,6.265,7.223,2,5.553,6.448,7.22,2,2.883,5.138,6.062,3,4.316,6.931,7.475,3,2.3,2.82,3.531,2,4.724,5.234,6.112,2,3.73,4.329,4.903,2,,2,25,4,,,,,,,1,,,1,34.14529419,-119.1091003,-1
78532223,trust,23.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.763,0,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,2,2,2,5.977,7.584,9.021,2,3.532,5.643,7.071,2,6.505,7.888,9.924,2,9.077,12.364,15.327,2,3.235,4.642,7.294,2,3.787,6.067,7.462,2,3.069,4.525,5.728,2,3.831,6.134,7.771,2,2.867,6.049,6.547,3,No problems,1,35,5,,,,,,1,,,,1,34.36610413,-117.3204956,-1
78546442,trust,48.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.956,76.956,97.792,1,1,1,1,1,1,1,1,1,1,50,90,50,51,80,70,61,67,71,2,2,2,2,2,2,2,2,2,11.406,16.22,20.125,3,7.176,15.357,16.275,5,2.434,5.24,6.039,3,1.638,4.485,5.258,3,3.729,5.286,6.414,2,4.614,7.703,9.259,4,13.627,17.567,18.369,4,2.637,4.253,4.937,2,7.734,10.089,11.734,3,No,2,24,4,,1,,,,,,,,1,40.81159973,-73.95300293,-1
78589337,likeability,59.013,1,1,1,1,1,1,1,1,1,-60,40,10,-50,-40,0,-5,0,-20,2,2,2,2,2,2,2,2,2,4.54,7.547,8.355,3,25.304,29.904,31.006,3,4.144,6.77,7.433,3,7.416,10.218,10.928,4,19.32,21.319,22.212,3,3.613,6.421,6.71,4,4.663,5.149,7.927,2,2.546,4.948,5.664,3,3.851,6.191,7.046,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,30,2,1,,,,,,,,,1,39.92680359,-85.84140015,-1
78533910,likeability,24.119,1,1,1,1,1,1,1,1,1,-78,27,-70,-100,80,100,80,100,-49,2,2,2,2,2,2,2,2,2,8.796,13.636,15.502,2,12.545,23.496,32.387,3,10.844,13.732,15.088,2,7.714,31.112,33.502,2,15.825,22.423,24.413,3,12.166,17.461,25.856,4,9.643,30.233,34.614,4,3.967,10.839,13.795,5,18.111,20.005,23.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I think everything was well laid out and easy to understand. ",2,33,2,1,,,,,,,,,1,36.26429749,-95.82769775,-1
